Unnamed: 0,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
1225,Rajat Bhatia,4.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1226,Kane Richardson,4.0,45,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1227,Praveen Kumar,4.0,45,2,12.0,RCB,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1228,Chris Jordan,4.0,45,3,8.0,SRH,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1229,Shadab Jakati,3.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,24 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1230,Dwayne Bravo,4.0,43,0,0.0,RCB,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1231,Tim Southee,4.0,43,0,0.0,KKR,Eden Gardens,13 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1232,Axar Patel,4.0,43,1,24.0,RPS,ACA-VDCA Stadium,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1233,Dwayne Bravo,4.0,43,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1234,Mitchell Johnson,4.0,43,1,24.0,MI,IS Bindra Stadium,25 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1235,Chris Jordan,4.0,43,1,24.0,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1236,Adam Milne,4.0,43,1,24.0,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1237,Yuzvendra Chahal,4.0,43,2,12.0,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1238,Carlos Brathwaite,4.0,43,3,8.0,KKR,Arun Jaitley Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1239,Jasprit Bumrah,4.0,42,0,0.0,DC,Arun Jaitley Stadium,23 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1240,Shahbaz Nadeem,4.0,42,0,0.0,MI,ACA-VDCA Stadium,15 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1241,Jasprit Bumrah,4.0,42,1,24.0,GL,Green Park,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1242,Amit Mishra,4.0,42,1,24.0,MI,ACA-VDCA Stadium,15 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1243,Yuzvendra Chahal,4.0,42,1,24.0,GL,M. Chinnaswamy Stadium,24 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1244,Iqbal Abdulla,4.0,41,0,0.0,GL,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1245,Moises Henriques,4.0,41,0,0.0,RCB,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1246,Axar Patel,4.0,41,1,24.0,MI,IS Bindra Stadium,25 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1247,Thisara Perera,4.0,41,2,12.0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1248,Sreenath Aravind,4.0,41,2,12.0,KKR,Eden Gardens,16 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1249,Dhawal Kulkarni,4.0,41,2,12.0,MI,Green Park,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1250,Barinder Sran,3.0,41,1,18.0,RCB,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1251,Bipul Sharma,4.0,40,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1252,Shane Watson,4.0,40,0,0.0,MI,Wankhede Stadium,20 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1253,Shadab Jakati,4.0,40,0,0.0,RPS,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1254,Moises Henriques,4.0,40,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1255,James Faulkner,4.0,40,1,24.0,MI,Wankhede Stadium,16 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1256,Dwayne Bravo,4.0,40,1,24.0,DC,Arun Jaitley Stadium,27 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1257,Dwayne Bravo,4.0,40,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1258,Ashok Dinda,4.0,40,2,12.0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1259,Iqbal Abdulla,4.0,40,3,8.0,MI,Wankhede Stadium,20 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1260,Marcus Stoinis,4.0,40,3,8.0,DC,IS Bindra Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1261,Mohit Sharma,3.4,40,0,0.0,SRH,IS Bindra Stadium,15 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1262,Moises Henriques,3.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1263,Thisara Perera,3.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1264,Dwayne Bravo,4.0,39,0,0.0,KKR,Eden Gardens,08 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1265,Mustafizur Rahman,4.0,39,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1266,Brad Hogg,4.0,39,0,0.0,DC,Arun Jaitley Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1267,Shakib Al Hasan,4.0,39,0,0.0,RCB,Eden Gardens,16 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1268,Mohit Sharma,4.0,39,0,0.0,KKR,Eden Gardens,04 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1269,James Faulkner,4.0,39,0,0.0,PBKS,IS Bindra Stadium,11 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1270,Mohit Sharma,4.0,39,1,24.0,RPS,ACA-VDCA Stadium,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1271,Ishant Sharma,4.0,39,1,24.0,GL,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1272,Tabraiz Shamsi,4.0,39,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1273,Trent Boult,4.0,39,1,24.0,GL,Arun Jaitley Stadium,27 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1274,Dwayne Bravo,4.0,39,1,24.0,MI,Wankhede Stadium,16 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1275,Dhawal Kulkarni,4.0,39,1,24.0,RCB,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1276,Morne Morkel,3.3,39,1,21.0,GL,Green Park,19 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1277,Karn Sharma,3.0,39,0,0.0,KKR,Eden Gardens,22 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1278,Harbhajan Singh,4.0,38,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1279,Morne Morkel,4.0,38,0,0.0,GL,Eden Gardens,08 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1280,Mitchell McClenaghan,4.0,38,1,24.0,SRH,ACA-VDCA Stadium,08 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1281,Yuzvendra Chahal,4.0,38,1,24.0,KKR,Eden Gardens,16 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1282,Kyle Abbott,4.0,38,1,24.0,RPS,IS Bindra Stadium,17 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1283,Yuzvendra Chahal,4.0,38,1,24.0,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1284,Iqbal Abdulla,4.0,38,2,12.0,GL,M. Chinnaswamy Stadium,24 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1285,Tim Southee,4.0,38,2,12.0,KKR,Wankhede Stadium,28 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1286,Mohit Sharma,4.0,38,3,8.0,MI,IS Bindra Stadium,25 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1287,Mitchell McClenaghan,3.5,38,0,0.0,GL,Green Park,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1288,Shane Watson,3.0,38,0,0.0,MI,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1289,Shane Watson,3.0,38,1,18.0,KKR,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1290,Shakib Al Hasan,3.0,38,1,18.0,GL,Eden Gardens,08 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1291,Ravindra Jadeja,4.0,37,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1292,Brad Hogg,4.0,37,0,0.0,MI,Eden Gardens,13 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1293,Varun Aaron,4.0,37,0,0.0,MI,Wankhede Stadium,20 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1294,Ravichandran Ashwin,4.0,37,0,0.0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1295,Amit Mishra,4.0,37,0,0.0,PBKS,IS Bindra Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1296,Irfan Pathan,4.0,37,0,0.0,PBKS,ACA-VDCA Stadium,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1297,Praveen Kumar,4.0,37,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1298,Jayant Yadav,4.0,37,0,0.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1299,Bhuvneshwar Kumar,4.0,37,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1300,Kuldeep Yadav,4.0,37,1,24.0,MI,Eden Gardens,13 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1301,Mustafizur Rahman,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1302,KC Cariappa,4.0,37,1,24.0,DC,IS Bindra Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1303,RP Singh,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1304,Dwayne Smith,4.0,37,2,12.0,MI,Green Park,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1305,Varun Aaron,3.4,37,2,11.0,MI,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1306,Parveez Rasool,3.0,37,0,0.0,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1307,Chris Jordan,3.0,37,0,0.0,MI,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1308,KC Cariappa,4.0,36,0,0.0,MI,ACA-VDCA Stadium,13 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1309,Sandeep Sharma,4.0,36,1,24.0,DC,IS Bindra Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1310,Barinder Sran,4.0,36,1,24.0,GL,Saurashtra Cricket Association Stadium,21 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1311,Tabraiz Shamsi,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1312,Amit Mishra,4.0,36,1,24.0,KKR,Arun Jaitley Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1313,Barinder Sran,4.0,36,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1314,Nathan Coulter-Nile,4.0,36,1,24.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1315,Bhuvneshwar Kumar,4.0,36,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1316,Harbhajan Singh,4.0,36,1,24.0,GL,Green Park,21 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1317,Ishant Sharma,4.0,36,2,12.0,MI,Wankhede Stadium,09 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1318,Murugan Ashwin,4.0,36,3,8.0,PBKS,IS Bindra Stadium,17 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1319,Albie Morkel,3.0,36,2,9.0,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1320,Jasprit Bumrah,4.0,35,0,0.0,SRH,ACA-VDCA Stadium,08 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1321,Tim Southee,4.0,35,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1322,Tim Southee,4.0,35,0,0.0,SRH,ACA-VDCA Stadium,08 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1323,Jason Holder,4.0,35,0,0.0,DC,Arun Jaitley Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1324,Thisara Perera,4.0,35,0,0.0,MI,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1325,Sunil Narine,4.0,35,0,0.0,SRH,Arun Jaitley Stadium,25 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1326,Yuzvendra Chahal,4.0,35,1,24.0,SRH,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1327,Rishi Dhawan,4.0,35,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1328,Sandeep Sharma,4.0,35,1,24.0,SRH,IS Bindra Stadium,15 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1329,Mitchell Johnson,4.0,35,1,24.0,GL,IS Bindra Stadium,11 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1330,Mitchell McClenaghan,4.0,35,1,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1331,Pradeep Sahu,4.0,35,1,24.0,GL,IS Bindra Stadium,11 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1332,Adam Zampa,4.0,35,2,12.0,RCB,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1333,Chris Morris,4.0,35,2,12.0,GL,Arun Jaitley Stadium,27 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1334,Ben Cutting,4.0,35,2,12.0,RCB,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1335,Morne Morkel,4.0,35,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1336,Kuldeep Yadav,4.0,35,3,8.0,SRH,Arun Jaitley Stadium,25 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1337,Pradeep Sahu,3.0,35,0,0.0,MI,IS Bindra Stadium,25 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1338,Marcus Stoinis,3.0,35,0,0.0,RCB,IS Bindra Stadium,09 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1339,Ankit Rajpoot,3.0,35,1,18.0,GL,Green Park,19 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1340,Ashish Nehra,2.5,35,0,0.0,PBKS,IS Bindra Stadium,15 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1341,Ravichandran Ashwin,4.0,34,0,0.0,DC,Arun Jaitley Stadium,05 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1342,Jasprit Bumrah,4.0,34,0,0.0,KKR,Wankhede Stadium,28 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1343,Varun Aaron,4.0,34,0,0.0,KKR,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1344,Suresh Raina,4.0,34,0,0.0,DC,Saurashtra Cricket Association Stadium,03 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1345,Ravindra Jadeja,4.0,34,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1346,Sunil Narine,4.0,34,1,24.0,RCB,Eden Gardens,16 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1347,Mustafizur Rahman,4.0,34,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1348,Ashok Dinda,4.0,34,1,24.0,DC,Arun Jaitley Stadium,05 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1349,Harbhajan Singh,4.0,34,1,24.0,DC,ACA-VDCA Stadium,15 May 2016,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1350,Kagiso Rabada,4.0,59,0,0.0,SRH,Arun Jaitley Stadium,02 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1351,Pat Cummins,4.0,59,0,0.0,MI,Arun Jaitley Stadium,06 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1352,Lasith Malinga,4.0,58,0,0.0,PBKS,Holkar Cricket Stadium,20 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1353,Ishant Sharma,4.0,58,0,0.0,MI,Holkar Cricket Stadium,20 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1354,Ravindra Jadeja,4.0,57,0,0.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1355,Ashok Dinda,4.0,57,0,0.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1356,Mohit Sharma,4.0,57,2,12.0,MI,Wankhede Stadium,11 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1357,Aniket Choudhary,4.0,55,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1358,Mitchell McClenaghan,4.0,54,1,24.0,PBKS,Wankhede Stadium,11 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1359,Umesh Yadav,4.0,53,1,24.0,DC,Arun Jaitley Stadium,17 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1360,Sreenath Aravind,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1361,Imran Tahir,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1362,Mitchell McClenaghan,4.0,51,1,24.0,KKR,Wankhede Stadium,09 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1363,Lasith Malinga,4.0,51,1,24.0,GL,Wankhede Stadium,16 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1364,Praveen Kumar,4.0,51,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1365,Mitchell McClenaghan,4.0,50,0,0.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1366,Shardul Thakur,4.0,50,0,0.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1367,Chris Woakes,4.0,49,2,12.0,SRH,Eden Gardens,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1368,Imran Tahir,4.0,48,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1369,Basil Thampi,4.0,48,1,24.0,PBKS,IS Bindra Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1370,Mohit Sharma,4.0,47,0,0.0,RCB,Holkar Cricket Stadium,10 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1371,Trent Boult,3.5,47,0,0.0,MI,Wankhede Stadium,09 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1372,Ashish Nehra,4.0,46,1,24.0,MI,Wankhede Stadium,12 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1373,Chris Woakes,4.0,46,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1374,Mitchell McClenaghan,4.0,46,1,24.0,RPS,Wankhede Stadium,16 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1375,Mitchell McClenaghan,4.0,46,2,12.0,PBKS,Holkar Cricket Stadium,20 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
