POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
60,Dhawal Kulkarni,4.0,34,1,0.0,12,24.0,KKR,Green Park,19 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
61,Ashok Dinda,4.0,34,1,0.0,12,24.0,DC,Arun Jaitley Stadium,05 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
62,Yuzvendra Chahal,4.0,43,2,0.0,12,12.0,SRH,M. Chinnaswamy Stadium,12 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
63,Ravichandran Ashwin,4.0,14,1,0.0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
64,Marcus Stoinis,4.0,15,4,0.0,11,6.0,MI,ACA-VDCA Stadium,13 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
65,Krunal Pandya,4.0,15,1,0.0,11,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
66,Kane Richardson,3.0,13,3,0.0,11,6.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
67,Adam Zampa,4.0,19,6,0.0,11,4.0,SRH,ACA-VDCA Stadium,10 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
68,Mitchell McClenaghan,4.0,21,4,0.0,11,6.0,GL,Wankhede Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
69,Sunil Narine,4.0,22,2,0.0,11,12.0,MI,Wankhede Stadium,28 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
70,Shivil Kaushik,4.0,22,2,0.0,11,12.0,SRH,Arun Jaitley Stadium,27 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
71,Sandeep Sharma,4.0,23,2,0.0,11,12.0,RPS,IS Bindra Stadium,17 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
72,Andre Russell,4.0,24,1,0.0,11,24.0,RCB,M. Chinnaswamy Stadium,02 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
73,Mustafizur Rahman,4.0,24,1,0.0,11,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
74,Tim Southee,4.0,25,0,0.0,11,0.0,RCB,Wankhede Stadium,20 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
75,Andre Russell,4.0,26,3,0.0,11,8.0,DC,Arun Jaitley Stadium,30 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
76,Sunil Narine,4.0,26,3,0.0,11,8.0,SRH,Eden Gardens,22 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
77,Mustafizur Rahman,4.0,26,2,0.0,11,12.0,RCB,M. Chinnaswamy Stadium,12 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
78,Morne Morkel,4.0,27,2,0.0,11,12.0,PBKS,IS Bindra Stadium,19 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
79,Piyush Chawla,4.0,27,2,0.0,11,12.0,PBKS,Eden Gardens,04 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
80,Morne Morkel,4.0,27,1,0.0,11,24.0,PBKS,Eden Gardens,04 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
81,Kuldeep Yadav,4.0,28,2,0.0,11,12.0,SRH,Eden Gardens,22 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
82,Bhuvneshwar Kumar,4.0,28,2,1.0,11,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
83,Tim Southee,4.0,28,2,0.0,11,12.0,PBKS,IS Bindra Stadium,25 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
84,Ashish Nehra,3.0,21,1,0.0,11,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
85,Andre Russell,3.0,21,1,0.0,11,18.0,GL,Eden Gardens,08 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
86,Praveen Kumar,4.0,28,1,0.0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
87,Sunil Narine,4.1,30,1,0.0,11,25.0,GL,Green Park,19 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
88,Sandeep Sharma,4.0,29,1,0.0,11,24.0,RPS,ACA-VDCA Stadium,21 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
89,Piyush Chawla,4.0,30,1,0.0,11,24.0,GL,Eden Gardens,08 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
90,Deepak Hooda,4.0,30,0,0.0,11,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
91,Morne Morkel,4.0,31,2,0.0,11,12.0,SRH,Arun Jaitley Stadium,25 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
92,Sandeep Sharma,4.0,31,1,0.0,11,24.0,GL,Saurashtra Cricket Association Stadium,01 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
93,Tim Southee,4.0,31,0,0.0,11,0.0,GL,Wankhede Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
94,Barinder Sran,4.0,31,0,0.0,11,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
95,Bhuvneshwar Kumar,4.0,33,0,0.0,11,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
96,Sunil Narine,4.0,34,1,0.0,11,24.0,RCB,Eden Gardens,16 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
97,Morne Morkel,4.0,35,2,0.0,11,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
98,Sunil Narine,4.0,35,0,0.0,11,0.0,SRH,Arun Jaitley Stadium,25 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
99,KC Cariappa,4.0,36,0,0.0,11,0.0,MI,ACA-VDCA Stadium,13 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
100,Trent Boult,4.0,39,1,0.0,11,24.0,GL,Arun Jaitley Stadium,27 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
101,Chris Gayle,2.0,3,0,0.0,10,0.0,GL,M. Chinnaswamy Stadium,14 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
102,Pradeep Sahu,4.0,18,2,0.0,10,12.0,KKR,IS Bindra Stadium,19 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
103,Bhuvneshwar Kumar,4.0,19,3,0.0,10,8.0,KKR,Arun Jaitley Stadium,25 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
104,Mustafizur Rahman,4.0,19,1,0.0,10,24.0,GL,Saurashtra Cricket Association Stadium,21 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
105,Chris Morris,4.0,19,1,0.0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
106,Andre Russell,4.0,19,1,0.0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
107,Shivil Kaushik,4.0,20,3,0.0,10,8.0,PBKS,Saurashtra Cricket Association Stadium,01 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
108,Shane Watson,4.0,22,2,0.0,10,12.0,PBKS,IS Bindra Stadium,09 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
109,Bhuvneshwar Kumar,3.0,17,1,1.0,10,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
110,Sreenath Aravind,4.0,23,1,0.0,10,24.0,MI,M. Chinnaswamy Stadium,11 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
111,Zaheer Khan,4.0,23,1,0.0,10,24.0,MI,ACA-VDCA Stadium,15 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
112,Moises Henriques,4.0,23,0,0.0,10,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
113,Tim Southee,4.0,24,3,0.0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
114,Shane Watson,4.0,25,2,0.0,10,12.0,DC,M. Chinnaswamy Stadium,17 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
115,Zaheer Khan,3.0,19,0,0.0,10,0.0,RPS,ACA-VDCA Stadium,17 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
116,Zaheer Khan,4.0,26,0,0.0,10,0.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
117,Sunil Narine,4.0,26,0,0.0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
118,Umesh Yadav,4.0,28,3,0.0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
119,Bhuvneshwar Kumar,4.0,29,4,0.0,10,6.0,GL,Saurashtra Cricket Association Stadium,21 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
120,Dwayne Bravo,4.0,29,1,0.0,10,24.0,KKR,Green Park,19 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
121,Ravindra Jadeja,4.0,30,2,0.0,10,12.0,PBKS,IS Bindra Stadium,11 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
122,Zaheer Khan,4.0,30,1,0.0,10,24.0,MI,Arun Jaitley Stadium,23 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
123,Dhawal Kulkarni,4.0,30,1,0.0,10,24.0,KKR,Eden Gardens,08 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
124,RP Singh,3.0,23,1,0.0,10,18.0,SRH,ACA-VDCA Stadium,10 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
125,Murugan Ashwin,4.0,32,1,0.0,10,24.0,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
126,Vinay Kumar,4.0,33,1,0.0,10,24.0,DC,ACA-VDCA Stadium,15 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
127,Carlos Brathwaite,4.0,33,0,0.0,10,0.0,PBKS,Arun Jaitley Stadium,15 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
128,Harshal Patel,4.0,33,0,0.0,10,0.0,SRH,M. Chinnaswamy Stadium,12 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
129,Chris Morris,4.0,34,2,0.0,10,12.0,MI,ACA-VDCA Stadium,15 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
130,Barinder Sran,4.0,34,2,0.0,10,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
131,Ishant Sharma,3.0,26,0,0.0,10,0.0,PBKS,IS Bindra Stadium,17 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
132,Amit Mishra,4.0,36,1,0.0,10,24.0,KKR,Arun Jaitley Stadium,30 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
133,Mitchell McClenaghan,3.0,27,0,0.0,10,0.0,RPS,Wankhede Stadium,09 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
134,Mitchell McClenaghan,3.3,33,0,0.0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
135,Iqbal Abdulla,4.0,38,2,0.0,10,12.0,GL,M. Chinnaswamy Stadium,24 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
136,Jasprit Bumrah,3.0,30,0,0.0,10,0.0,RPS,Wankhede Stadium,09 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
137,Dhawal Kulkarni,4.0,41,2,0.0,10,12.0,MI,Green Park,21 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
138,Axar Patel,4.0,43,1,0.0,10,24.0,RPS,ACA-VDCA Stadium,21 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
139,Praveen Kumar,4.0,45,2,1.0,10,12.0,RCB,M. Chinnaswamy Stadium,14 May 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
140,Kane Richardson,4.0,45,2,0.0,10,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,2016,Most Dot Balls Innings,Most Dot Balls Innings - 2016.csv
1,Lockie Ferguson,4.0,7,2,1.0,17,12.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
2,Pawan Negi,4.0,21,1,0.0,17,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
3,Samuel Badree,4.0,9,4,1.0,16,6.0,MI,M. Chinnaswamy Stadium,14 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
4,Krunal Pandya,4.0,14,3,0.0,16,8.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
5,Shardul Thakur,4.0,19,3,0.0,16,8.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
6,Chris Morris,4.0,21,3,0.0,16,8.0,RCB,M. Chinnaswamy Stadium,08 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
7,Glenn Maxwell,4.0,12,1,0.0,15,24.0,DC,IS Bindra Stadium,30 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
8,Mohammad Nabi,4.0,13,1,0.0,15,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
9,Washington Sundar,4.0,13,0,0.0,15,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
10,Harbhajan Singh,4.0,22,3,0.0,15,8.0,DC,Arun Jaitley Stadium,06 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
11,Sandeep Sharma,4.0,22,3,0.0,15,8.0,RCB,M. Chinnaswamy Stadium,05 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
12,Sandeep Sharma,4.0,26,1,0.0,15,24.0,RCB,Holkar Cricket Stadium,10 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
13,Jaydev Unadkat,4.0,28,2,1.0,15,12.0,KKR,Eden Gardens,03 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
14,Jasprit Bumrah,3.0,7,3,1.0,14,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
15,Jaydev Unadkat,3.0,12,2,1.0,14,9.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
16,Bhuvneshwar Kumar,4.0,19,5,0.0,14,4.8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
17,Sunil Narine,4.0,19,1,0.0,14,24.0,PBKS,Eden Gardens,13 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
18,Sandeep Sharma,4.0,20,4,0.0,14,6.0,DC,IS Bindra Stadium,30 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
19,Harbhajan Singh,4.0,23,2,0.0,14,12.0,SRH,Wankhede Stadium,12 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
20,Mitchell Johnson,4.0,23,0,1.0,14,0.0,DC,Wankhede Stadium,22 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
21,Karn Sharma,3.4,11,3,0.0,13,7.33,DC,Arun Jaitley Stadium,06 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
22,Axar Patel,4.0,12,1,0.0,13,24.0,RCB,Holkar Cricket Stadium,10 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
23,Washington Sundar,4.0,16,3,0.0,13,8.0,MI,Wankhede Stadium,16 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
24,Ankit Soni,4.0,16,1,0.0,13,24.0,MI,Saurashtra Cricket Association Stadium,29 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
25,Aniket Choudhary,4.0,17,2,1.0,13,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
26,Chris Woakes,4.0,18,3,0.0,13,8.0,RPS,Eden Gardens,03 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
27,Amit Mishra,4.0,18,2,1.0,13,12.0,MI,Wankhede Stadium,22 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
28,Sunil Narine,4.0,20,0,0.0,13,0.0,SRH,M. Chinnaswamy Stadium,17 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
29,Sunil Narine,4.0,21,0,0.0,13,0.0,MI,M. Chinnaswamy Stadium,19 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
30,Praveen Kumar,4.0,22,2,0.0,13,12.0,SRH,Green Park,13 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
31,Mitchell Johnson,4.0,28,2,0.0,13,12.0,KKR,M. Chinnaswamy Stadium,19 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
32,Varun Aaron,4.0,28,0,0.0,13,0.0,RCB,M. Chinnaswamy Stadium,05 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
33,Tymal Mills,4.0,31,2,0.0,13,12.0,KKR,Eden Gardens,23 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
34,Ankit Rajpoot,4.0,37,3,0.0,13,8.0,MI,Wankhede Stadium,09 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
35,Andrew Tye,4.0,12,3,0.0,12,8.0,RCB,M. Chinnaswamy Stadium,27 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
36,Shahbaz Nadeem,4.0,13,1,0.0,12,24.0,RCB,M. Chinnaswamy Stadium,08 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
37,Ben Stokes,3.0,10,0,0.0,12,0.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
38,Rashid Khan,4.0,16,1,0.0,12,24.0,PBKS,IS Bindra Stadium,28 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
39,Ankit Soni,4.0,16,0,0.0,12,0.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
40,Imran Tahir,4.0,18,3,0.0,12,8.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
41,Pawan Negi,4.0,18,1,0.0,12,24.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
42,Karn Sharma,4.0,18,0,0.0,12,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
43,Umesh Yadav,4.0,21,2,0.0,12,12.0,SRH,M. Chinnaswamy Stadium,17 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
44,Yuzvendra Chahal,4.0,21,2,0.0,12,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
45,Shane Watson,4.0,21,1,0.0,12,24.0,DC,M. Chinnaswamy Stadium,08 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
46,Nathan Coulter-Nile,4.0,22,3,0.0,12,8.0,DC,Arun Jaitley Stadium,17 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
47,Axar Patel,4.0,22,2,0.0,12,12.0,DC,IS Bindra Stadium,30 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
48,Sunil Narine,4.0,22,1,0.0,12,24.0,MI,Wankhede Stadium,09 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
49,Kuldeep Yadav,4.0,23,1,0.0,12,24.0,SRH,Eden Gardens,15 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
50,Mitchell McClenaghan,4.0,24,2,0.0,12,12.0,GL,Wankhede Stadium,16 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
51,Jaydev Unadkat,4.0,25,2,0.0,12,12.0,RCB,M. Chinnaswamy Stadium,16 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
52,Mohammed Siraj,4.0,26,2,0.0,12,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
53,Billy Stanlake,4.0,29,2,0.0,12,12.0,DC,M. Chinnaswamy Stadium,08 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
54,Jaydev Unadkat,4.0,30,5,1.0,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
55,Trent Boult,4.0,30,2,0.0,12,12.0,MI,Eden Gardens,13 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
56,Kagiso Rabada,4.0,30,1,0.0,12,24.0,MI,Wankhede Stadium,22 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
57,Imran Tahir,4.0,32,1,0.0,12,24.0,MI,Wankhede Stadium,24 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
58,Umesh Yadav,4.0,36,3,0.0,12,8.0,RCB,M. Chinnaswamy Stadium,07 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
59,Yuzvendra Chahal,4.0,39,1,0.0,12,24.0,KKR,M. Chinnaswamy Stadium,07 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
60,Karn Sharma,4.0,16,4,0.0,11,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
61,Shane Watson,4.0,16,1,0.0,11,24.0,DC,Arun Jaitley Stadium,14 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
62,Ben Stokes,4.0,18,3,0.0,11,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
63,Rashid Khan,4.0,19,3,0.0,11,8.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
64,Rashid Khan,4.0,19,1,0.0,11,24.0,MI,Wankhede Stadium,12 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
65,Bhuvneshwar Kumar,4.0,20,3,0.0,11,8.0,KKR,Eden Gardens,15 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
66,Mitchell McClenaghan,4.0,20,2,0.0,11,12.0,RCB,M. Chinnaswamy Stadium,14 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
67,Chris Woakes,4.0,20,2,0.0,11,12.0,PBKS,IS Bindra Stadium,09 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
68,Umesh Yadav,3.0,15,1,0.0,11,18.0,RCB,Eden Gardens,23 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
69,Bhuvneshwar Kumar,4.0,21,3,0.0,11,8.0,MI,Wankhede Stadium,12 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
70,Varun Aaron,4.0,21,2,0.0,11,12.0,RCB,Holkar Cricket Stadium,10 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
71,Jasprit Bumrah,4.0,21,2,0.0,11,12.0,DC,Wankhede Stadium,22 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
72,Lasith Malinga,4.0,21,0,0.0,11,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
73,Rashid Khan,4.0,22,1,0.0,11,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
74,Harbhajan Singh,4.0,23,1,0.0,11,24.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
75,Avesh Khan,4.0,23,1,0.0,11,24.0,DC,Arun Jaitley Stadium,14 May 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
76,Harbhajan Singh,4.0,23,0,0.0,11,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017,2017,Most Dot Balls Innings,Most Dot Balls Innings - 2017.csv
