Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
246,Kevin Pietersen,32,30,106.66,4,0,RR,Newlands,18 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
247,Matthew Hayden,60,57,105.26,4,1,MI,St George's Park,16 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
248,Jacques Kallis,32,34,94.11,4,1,KKR,Supersport Park,12 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
249,JP Duminy,59,63,93.65,4,0,PBKS,Kingsmead,29 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
250,Brad Hodge,31,34,91.17,4,0,DEC,Newlands,19 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
251,Graeme Smith,20,22,90.9,4,0,RCB,Supersport Park,07 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
252,Virat Kohli,20,22,90.9,4,0,MI,St George's Park,10 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
253,Rob Quiney,28,31,90.32,4,0,CSK,Supersport Park,30 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
254,Rohit Sharma,32,13,246.15,3,2,KKR,New Wanderers Stadium,16 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
255,Yusuf Pathan,62,30,206.66,3,6,DC,Supersport Park,28 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
256,Simon Katich,20,10,200.0,3,1,DC,OUTsurance Oval,15 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
257,Simon Katich,50,25,200.0,3,4,CSK,Supersport Park,07 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
258,Andrew Symonds,41,22,186.36,3,2,DC,Kingsmead,13 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
259,Roelof van der Merwe,35,19,184.21,3,3,PBKS,Kingsmead,01 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
260,Karan Goel,38,21,180.95,3,3,DC,Newlands,19 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
261,Sanath Jayasuriya,30,17,176.47,3,2,CSK,St George's Park,16 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
262,Yuvraj Singh,30,17,176.47,3,1,RCB,Kingsmead,24 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
263,Mahela Jayawardena,44,25,176.0,3,2,CSK,Supersport Park,07 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
264,Adam Gilchrist,35,20,175.0,3,3,MI,Kingsmead,25 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
265,Mahela Jayawardena,31,19,163.15,3,1,KKR,Kingsmead,21 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
266,Rohit Sharma,42,26,161.53,3,3,PBKS,New Wanderers Stadium,17 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
267,David Hussey,43,27,159.25,3,2,RCB,Supersport Park,12 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
268,Yusuf Pathan,20,13,153.84,3,0,CSK,Supersport Park,30 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
269,Pinal Shah,29,19,152.63,3,2,DEC,Supersport Park,06 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
270,Tirumalasetti Suman,29,19,152.63,3,1,RR,De Beers Diamond Oval,11 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
271,Yuvraj Singh,50,34,147.05,3,4,RCB,Kingsmead,01 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
272,Suresh Raina,52,36,144.44,3,3,KKR,Supersport Park,18 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
273,Ravindra Jadeja,27,19,142.1,3,1,CSK,De Beers Diamond Oval,09 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
274,Herschelle Gibbs,60,43,139.53,3,4,RCB,Supersport Park,21 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
275,Naman Ojha,52,38,136.84,3,3,RCB,Supersport Park,07 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
276,Yuvraj Singh,38,28,135.71,3,2,KKR,Kingsmead,21 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
277,Ross Taylor,27,20,135.0,3,1,DEC,New Wanderers Stadium,24 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
278,Ajit Agarkar,39,29,134.48,3,2,DC,New Wanderers Stadium,10 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
279,Sachin Tendulkar,36,27,133.33,3,2,DEC,Kingsmead,25 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
280,Ravindra Jadeja,24,18,133.33,3,0,DC,OUTsurance Oval,17 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
281,Suresh Raina,13,10,130.0,3,0,RCB,Kingsmead,14 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
282,Yuvraj Singh,48,37,129.72,3,3,RR,Kingsmead,05 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
283,Tirumalasetti Suman,31,24,129.16,3,1,KKR,New Wanderers Stadium,16 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
284,Roelof van der Merwe,23,18,127.77,3,1,DEC,Supersport Park,21 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
285,Adam Gilchrist,20,16,125.0,3,1,PBKS,De Beers Diamond Oval,09 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
286,George Bailey,15,12,125.0,3,0,PBKS,Kingsmead,20 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
287,Simon Katich,34,28,121.42,3,1,KKR,St George's Park,03 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
288,Yusuf Pathan,17,14,121.42,3,0,MI,Kingsmead,14 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
289,Johan Botha,37,31,119.35,3,0,DC,OUTsurance Oval,17 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
290,Sourav Ganguly,34,30,113.33,3,1,MI,St George's Park,27 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
291,Sachin Tendulkar,34,30,113.33,3,2,KKR,Buffalo Park,01 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
292,Rohit Sharma,36,32,112.5,3,2,KKR,Newlands,19 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
293,Yashpal Singh,20,18,111.11,3,0,RR,Newlands,23 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
294,Herschelle Gibbs,53,48,110.41,3,2,RCB,New Wanderers Stadium,24 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
295,Jesse Ryder,22,20,110.0,3,0,KKR,Supersport Park,12 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
296,Brad Hodge,24,22,109.09,3,0,MI,St George's Park,27 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
297,Jacques Kallis,15,14,107.14,3,0,DEC,Newlands,22 April 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
298,Laxmi Ratan Shukla,48,46,104.34,3,2,RR,Kingsmead,20 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
299,Swapnil Asnodkar,26,25,104.0,3,1,CSK,De Beers Diamond Oval,09 May 2009,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
300,Michael Lumb,83,43,193.02,16,2,PBKS,Sawai Mansingh Stadium,07 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
301,Mahela Jayawardena,110,59,186.44,14,3,KKR,Eden Gardens,04 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
302,Mahela Jayawardena,93,62,150.0,13,2,DEC,HPCA Stadium,16 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
303,Suresh Raina,78,39,200.0,11,3,KKR,Chidambaram,13 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
304,Sachin Tendulkar,63,32,196.87,11,0,DC,Arun Jaitley Stadium,17 March 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
305,Sourav Ganguly,75,50,150.0,11,2,RR,Eden Gardens,17 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
306,Kevin Pietersen,62,29,213.79,10,2,RR,Sawai Mansingh Stadium,14 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
307,Virender Sehwag,74,38,194.73,10,3,CSK,Arun Jaitley Stadium,19 March 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
308,Sachin Tendulkar,89,59,150.84,10,2,RR,Sawai Mansingh Stadium,11 April 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
309,Sachin Tendulkar,71,48,147.91,10,0,KKR,Brabourne Stadium,22 March 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
310,Jacques Kallis,66,55,120.0,10,0,MI,Brabourne Stadium,20 March 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
311,Yusuf Pathan,100,37,270.27,9,8,MI,Brabourne Stadium,13 March 2010,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
