POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
38,Basil Thampi,4.0,46,1,24.0,KKR,Zayed Cricket Stadium,18 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
39,Krishnappa Gowtham,4.0,45,1,24.0,MI,Zayed Cricket Stadium,01 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
40,Kartik Tyagi,4.0,45,1,24.0,MI,Zayed Cricket Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
41,Mohit Sharma,4.0,45,1,24.0,PBKS,Dubai International Stadium,20 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
42,Mohammad Shami,4.0,45,2,12.0,RCB,Sharjah Cricket Stadium,15 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
43,Khaleel Ahmed,4.0,45,2,12.0,CSK,Dubai International Stadium,13 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
44,Isuru Udana,4.0,45,2,12.0,MI,Dubai International Stadium,28 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
45,Ravichandran Ashwin,3.0,45,0,0.0,KKR,Zayed Cricket Stadium,24 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
46,Shreyas Gopal,4.0,44,0,0.0,PBKS,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
47,Jaydev Unadkat,4.0,44,0,0.0,CSK,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
48,Mujeeb Ur Rahman,4.0,44,0,0.0,KKR,Zayed Cricket Stadium,10 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
49,Daniel Sams,4.0,44,0,0.0,MI,Dubai International Stadium,05 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
50,Ravindra Jadeja,4.0,44,0,0.0,DC,Dubai International Stadium,25 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
51,Tom Curran,4.0,44,1,24.0,PBKS,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
52,Anrich Nortje,4.0,44,2,12.0,CSK,Sharjah Cricket Stadium,17 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
53,Chris Jordan,3.3,44,1,21.0,RR,Zayed Cricket Stadium,30 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
54,Mohammed Siraj,3.0,44,0,0.0,PBKS,Sharjah Cricket Stadium,15 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
55,Shreyas Gopal,3.0,44,1,18.0,KKR,Dubai International Stadium,01 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
56,Navdeep Saini,4.0,43,0,0.0,MI,Dubai International Stadium,28 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
57,Dale Steyn,4.0,43,0,0.0,MI,Zayed Cricket Stadium,28 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
58,Shreyas Gopal,4.0,43,0,0.0,KKR,Dubai International Stadium,30 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
59,Harshal Patel,4.0,43,0,0.0,RCB,Dubai International Stadium,05 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
60,Jasprit Bumrah,4.0,43,1,24.0,CSK,Zayed Cricket Stadium,19 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
61,Rahul Chahar,4.0,43,1,24.0,RCB,Zayed Cricket Stadium,28 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
62,Murugan Ashwin,4.0,43,1,24.0,RR,Zayed Cricket Stadium,30 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
63,Khaleel Ahmed,4.0,43,1,24.0,DC,Zayed Cricket Stadium,29 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
64,T Natarajan,4.0,43,2,12.0,CSK,Dubai International Stadium,02 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
65,Isuru Udana,3.0,43,0,0.0,RR,Dubai International Stadium,17 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
66,Jasprit Bumrah,4.0,42,0,0.0,RCB,Dubai International Stadium,28 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
67,Avesh Khan,4.0,42,0,0.0,CSK,Dubai International Stadium,25 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
68,Kagiso Rabada,4.0,42,0,0.0,MI,Dubai International Stadium,05 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
69,Trent Boult,4.0,42,1,24.0,PBKS,Zayed Cricket Stadium,01 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
70,Prasidh Krishna,4.0,42,1,24.0,RCB,Sharjah Cricket Stadium,12 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
71,Ravindra Jadeja,4.0,42,2,12.0,MI,Zayed Cricket Stadium,19 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
72,Kartik Tyagi,3.1,42,0,0.0,SRH,Dubai International Stadium,22 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
73,Ankit Rajpoot,3.0,42,0,0.0,MI,Zayed Cricket Stadium,06 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
74,Chris Jordan,3.0,42,0,0.0,CSK,Dubai International Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
75,Harpreet Brar,4.0,41,0,0.0,CSK,Dubai International Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
76,Abdul Samad,4.0,41,1,24.0,CSK,Dubai International Stadium,02 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
77,Isuru Udana,4.0,41,2,12.0,RR,Zayed Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
78,Jasprit Bumrah,4.0,41,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
79,T Natarajan,4.0,41,2,12.0,CSK,Dubai International Stadium,13 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
80,Marcus Stoinis,4.0,41,2,12.0,KKR,Zayed Cricket Stadium,24 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
81,Sandeep Sharma,4.0,41,2,12.0,MI,Sharjah Cricket Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
82,Tushar Deshpande,2.0,41,0,0.0,PBKS,Dubai International Stadium,20 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
83,Ravindra Jadeja,4.0,40,0,0.0,RR,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
84,Tushar Deshpande,4.0,40,0,0.0,KKR,Zayed Cricket Stadium,24 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
85,Trent Boult,4.0,40,0,0.0,RR,Zayed Cricket Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
86,Anrich Nortje,4.0,40,0,0.0,SRH,Zayed Cricket Stadium,29 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
87,Daniel Sams,4.0,40,0,0.0,RCB,Zayed Cricket Stadium,02 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
88,Sunil Narine,4.0,40,1,24.0,RR,Dubai International Stadium,30 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
89,Mohammad Shami,4.0,40,1,24.0,SRH,Dubai International Stadium,08 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
90,Trent Boult,4.0,40,1,24.0,RCB,Zayed Cricket Stadium,28 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
91,Jimmy Neesham,4.0,40,1,24.0,RR,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
92,Isuru Udana,4.0,40,1,24.0,DC,Dubai International Stadium,05 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
93,Shardul Thakur,4.0,40,2,12.0,RCB,Dubai International Stadium,10 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
94,T Natarajan,4.0,40,2,12.0,KKR,Zayed Cricket Stadium,18 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
95,James Pattinson,3.2,40,2,10.0,RR,Zayed Cricket Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
96,Tom Curran,3.1,40,0,0.0,RCB,Zayed Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
97,Ben Stokes,3.0,40,0,0.0,KKR,Dubai International Stadium,01 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
98,Shivam Mavi,3.0,40,0,0.0,DC,Sharjah Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
99,Kamlesh Nagarkoti,3.0,40,0,0.0,PBKS,Zayed Cricket Stadium,10 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
100,Mujeeb Ur Rahman,4.0,39,0,0.0,SRH,Dubai International Stadium,08 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
101,Krishnappa Gowtham,4.0,39,0,0.0,DC,Dubai International Stadium,20 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
102,Kuldeep Yadav,4.0,39,0,0.0,MI,Zayed Cricket Stadium,23 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
103,Ravi Bishnoi,4.0,39,0,0.0,CSK,Zayed Cricket Stadium,01 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
104,Ankit Rajpoot,4.0,39,1,24.0,KKR,Dubai International Stadium,30 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
105,Tushar Deshpande,4.0,39,1,24.0,CSK,Sharjah Cricket Stadium,17 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
106,Shardul Thakur,4.0,39,1,24.0,DC,Sharjah Cricket Stadium,17 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
107,Ankit Rajpoot,4.0,39,1,24.0,PBKS,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
108,Shardul Thakur,4.0,39,2,12.0,PBKS,Dubai International Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
109,Lungi Ngidi,4.0,39,3,8.0,PBKS,Zayed Cricket Stadium,01 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
110,Deepak Chahar,4.0,38,0,0.0,DC,Dubai International Stadium,25 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
111,Jasprit Bumrah,4.0,38,0,0.0,RR,Zayed Cricket Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
112,Pat Cummins,4.0,38,0,0.0,RCB,Sharjah Cricket Stadium,12 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
113,Washington Sundar,4.0,38,0,0.0,PBKS,Sharjah Cricket Stadium,15 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
114,T Natarajan,4.0,38,0,0.0,MI,Sharjah Cricket Stadium,03 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
115,Dwayne Bravo,4.0,38,0,0.0,PBKS,Dubai International Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
116,Shreyas Gopal,4.0,38,1,24.0,CSK,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
117,Lungi Ngidi,4.0,38,3,8.0,MI,Zayed Cricket Stadium,19 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
118,Jofra Archer,3.4,38,0,0.0,RCB,Dubai International Stadium,17 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
119,Chris Jordan,4.0,37,0,0.0,KKR,Zayed Cricket Stadium,10 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
120,Navdeep Saini,4.0,37,0,0.0,PBKS,Dubai International Stadium,24 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
121,Ravi Bishnoi,4.0,37,0,0.0,MI,Zayed Cricket Stadium,01 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
122,Sunil Narine,4.0,37,0,0.0,DC,Zayed Cricket Stadium,24 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
123,Sunil Narine,4.0,37,0,0.0,RR,Dubai International Stadium,01 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
124,Tom Curran,4.0,37,1,24.0,KKR,Dubai International Stadium,30 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
125,Navdeep Saini,4.0,37,1,24.0,RR,Zayed Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
126,Krunal Pandya,4.0,37,1,24.0,CSK,Zayed Cricket Stadium,19 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
127,Anrich Nortje,4.0,37,1,24.0,SRH,Dubai International Stadium,27 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
128,Yuzvendra Chahal,4.0,37,2,12.0,MI,Zayed Cricket Stadium,28 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
129,Karn Sharma,4.0,37,2,12.0,SRH,Dubai International Stadium,13 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
130,Tushar Deshpande,4.0,37,2,12.0,RR,Dubai International Stadium,14 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
131,Dwayne Bravo,4.0,37,3,8.0,KKR,Zayed Cricket Stadium,07 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
132,Rahul Tewatia,4.0,37,3,8.0,CSK,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
133,Khaleel Ahmed,3.5,37,2,11.5,RR,Dubai International Stadium,11 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
134,Krunal Pandya,3.1,37,0,0.0,SRH,Sharjah Cricket Stadium,03 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
135,Sam Curran,3.0,37,0,0.0,SRH,Dubai International Stadium,02 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
136,James Pattinson,3.0,37,0,0.0,DC,Zayed Cricket Stadium,11 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
137,Kamlesh Nagarkoti,4.0,36,0,0.0,RCB,Sharjah Cricket Stadium,12 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
138,Axar Patel,4.0,36,0,0.0,SRH,Dubai International Stadium,27 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
139,Sandeep Sharma,4.0,36,0,0.0,RCB,Dubai International Stadium,21 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
140,Rahul Chahar,4.0,36,0,0.0,SRH,Sharjah Cricket Stadium,03 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
141,Anrich Nortje,4.0,36,0,0.0,SRH,Zayed Cricket Stadium,08 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
142,Trent Boult,4.0,36,1,24.0,DC,Zayed Cricket Stadium,11 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
143,Kieron Pollard,4.0,36,1,24.0,DC,Dubai International Stadium,05 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
144,Kartik Tyagi,4.0,36,1,24.0,MI,Zayed Cricket Stadium,06 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
145,Rahul Chahar,4.0,36,1,24.0,CSK,Zayed Cricket Stadium,19 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
146,Mohammad Shami,4.0,36,1,24.0,MI,Zayed Cricket Stadium,01 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
147,Chris Morris,4.0,36,1,24.0,MI,Zayed Cricket Stadium,28 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
148,Kartik Tyagi,4.0,36,2,12.0,KKR,Dubai International Stadium,01 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
149,Chris Morris,3.4,36,1,22.0,CSK,Dubai International Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
150,Rahul Chahar,3.0,36,0,0.0,RR,Zayed Cricket Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
1,Lungi Ngidi,4.0,62,0,0.0,MI,Arun Jaitley Stadium,01 May 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
2,Pat Cummins,4.0,58,0,0.0,CSK,Wankhede Stadium,21 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
3,Sam Curran,4.0,58,1,24.0,KKR,Wankhede Stadium,21 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
4,Sam Curran,4.0,56,0,0.0,KKR,Zayed Cricket Stadium,26 September 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
5,Lockie Ferguson,4.0,56,0,0.0,CSK,Dubai International Stadium,15 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
6,Siddarth Kaul,4.0,56,0,0.0,MI,Zayed Cricket Stadium,08 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
7,Shardul Thakur,4.0,56,1,24.0,MI,Arun Jaitley Stadium,01 May 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
8,Jasprit Bumrah,4.0,56,1,24.0,CSK,Arun Jaitley Stadium,01 May 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
9,Sam Curran,4.0,55,0,0.0,RR,Zayed Cricket Stadium,02 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
10,Jhye Richardson,4.0,55,1,24.0,RR,Wankhede Stadium,12 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
11,Josh Hazlewood,4.0,54,0,0.0,RR,Zayed Cricket Stadium,02 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
12,Harshal Patel,4.0,53,0,0.0,PBKS,Narendra Modi Stadium,30 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
13,Mohammad Shami,4.0,53,0,0.0,DC,Wankhede Stadium,18 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
14,Shardul Thakur,3.4,53,2,11.0,DC,Wankhede Stadium,10 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
15,Jason Holder,4.0,52,4,6.0,MI,Zayed Cricket Stadium,08 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
16,Mustafizur Rahman,4.0,51,0,0.0,CSK,Zayed Cricket Stadium,02 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
17,Harshal Patel,4.0,51,3,8.0,CSK,Wankhede Stadium,25 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
18,Chris Morris,4.0,50,0,0.0,RCB,Dubai International Stadium,29 September 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
19,Sandeep Sharma,4.0,50,1,24.0,RR,Arun Jaitley Stadium,02 May 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
20,Prasidh Krishna,4.0,49,0,0.0,CSK,Wankhede Stadium,21 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
21,Riley Meredith,4.0,49,1,24.0,RR,Wankhede Stadium,12 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
22,Dhawal Kulkarni,4.0,48,0,0.0,CSK,Arun Jaitley Stadium,01 May 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
23,Adam Milne,4.0,48,1,24.0,RCB,Dubai International Stadium,26 September 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
24,Umran Malik,4.0,48,1,24.0,MI,Zayed Cricket Stadium,08 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
25,Deepak Chahar,4.0,48,1,24.0,PBKS,Dubai International Stadium,07 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
26,Shardul Thakur,3.1,48,0,0.0,KKR,Wankhede Stadium,21 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
27,Chris Morris,4.0,47,0,0.0,PBKS,Dubai International Stadium,21 September 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
28,Avesh Khan,4.0,47,1,24.0,CSK,Dubai International Stadium,10 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
29,Ravichandran Ashwin,4.0,47,1,24.0,CSK,Wankhede Stadium,10 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
30,Harshal Patel,4.0,47,3,8.0,RR,Wankhede Stadium,22 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
31,Nathan Ellis,4.0,46,0,0.0,KKR,Dubai International Stadium,01 October 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
32,Bhuvneshwar Kumar,4.0,45,0,0.0,MI,Chidambaram,17 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
33,Mustafizur Rahman,4.0,45,0,0.0,PBKS,Wankhede Stadium,12 April 2021,2021,Most Runs Conceded Innings,Most Runs Conceded Innings - 2021.csv
