Unnamed: 0,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
551,Lasith Malinga,4.0,19,1,10,4.75,24.0,KKR,Wankhede Stadium,25 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
552,Albie Morkel,4.0,19,1,15,4.75,24.0,MI,Wankhede Stadium,22 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
553,Chris Gayle,4.0,19,0,10,4.75,0.0,CSK,Wankhede Stadium,24 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
554,Irfan Pathan,2.5,14,0,8,4.94,0.0,MI,Arun Jaitley Stadium,10 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
555,Lakshmipathy Balaji,3.0,15,3,10,5.0,6.0,RR,Eden Gardens,17 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
556,Yusuf Pathan,4.0,20,3,12,5.0,8.0,KTK,Eden Gardens,20 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
557,Doug Bollinger,4.0,20,2,8,5.0,12.0,PWI,Chidambaram,25 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
558,Sreenath Aravind,4.0,20,2,14,5.0,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
559,Sreenath Aravind,4.0,20,2,13,5.0,12.0,KTK,M. Chinnaswamy Stadium,08 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
560,Ashok Menaria,4.0,20,2,10,5.0,12.0,MI,Sawai Mansingh Stadium,29 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
561,Lasith Malinga,4.0,20,2,12,5.0,12.0,CSK,Wankhede Stadium,22 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
562,Doug Bollinger,4.0,20,1,11,5.0,24.0,RCB,Wankhede Stadium,24 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
563,Vinay Kumar,3.0,15,1,9,5.0,18.0,PWI,DY Patil Stadium,13 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
564,Yusuf Pathan,2.0,10,1,3,5.0,12.0,RR,Eden Gardens,17 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
565,Varun Aaron,4.0,20,1,11,5.0,24.0,CSK,Chidambaram,12 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
566,Wayne Parnell,4.0,20,1,16,5.0,24.0,PBKS,DY Patil Stadium,10 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
567,Lasith Malinga,4.0,20,1,14,5.0,24.0,RR,Sawai Mansingh Stadium,29 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
568,Roelof van der Merwe,3.0,15,1,8,5.0,18.0,KTK,Arun Jaitley Stadium,02 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
569,Syed Mohammad,4.0,20,1,12,5.0,24.0,KKR,Eden Gardens,22 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
570,Kieron Pollard,2.0,10,1,5,5.0,12.0,DEC,Wankhede Stadium,14 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
571,Shrikant Wagh,2.0,10,0,8,5.0,0.0,KTK,DY Patil Stadium,13 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
572,Dhawal Kulkarni,4.0,20,0,12,5.0,0.0,PWI,DY Patil Stadium,04 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
573,Munaf Patel,3.0,15,0,8,5.0,0.0,KTK,Wankhede Stadium,15 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
574,Yuvraj Singh,2.0,10,0,3,5.0,0.0,RCB,M. Chinnaswamy Stadium,29 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
575,Shane Watson,4.0,20,0,12,5.0,0.0,KKR,Eden Gardens,17 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
576,Rajat Bhatia,2.0,10,0,3,5.0,0.0,CSK,Eden Gardens,07 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
577,Alfonso Thomas,3.0,15,0,9,5.0,0.0,DC,Arun Jaitley Stadium,21 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
578,Bhuvneshwar Kumar,2.0,10,0,7,5.0,0.0,DEC,DY Patil Stadium,16 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
579,Mitchell Marsh,2.1,11,1,3,5.07,13.0,DC,Arun Jaitley Stadium,21 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
580,Brett Lee,2.2,12,1,6,5.14,14.0,RR,Eden Gardens,17 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
581,Roelof van der Merwe,3.5,20,3,9,5.21,7.66,KTK,Jawaharlal Nehru Stadium,30 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
582,Munaf Patel,4.0,21,5,13,5.25,4.8,PBKS,IS Bindra Stadium,10 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
583,Doug Bollinger,4.0,21,3,14,5.25,8.0,PWI,DY Patil Stadium,27 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
584,Chris Gayle,4.0,21,3,7,5.25,8.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
585,RP Singh,4.0,21,2,12,5.25,12.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
586,Shakib Al Hasan,4.0,21,2,10,5.25,12.0,RR,Eden Gardens,17 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
587,Shane Warne,4.0,21,2,13,5.25,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
588,Shadab Jakati,4.0,21,2,9,5.25,12.0,RCB,Chidambaram,28 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
589,Vinay Kumar,4.0,21,1,10,5.25,24.0,KKR,Eden Gardens,20 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
590,Ali Murtaza,4.0,21,1,13,5.25,24.0,DC,Arun Jaitley Stadium,10 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
591,Ishant Sharma,4.0,21,1,14,5.25,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
592,Dwayne Bravo,4.0,21,0,12,5.25,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
593,P Parameswaran,4.0,21,0,9,5.25,0.0,KKR,Jawaharlal Nehru Stadium,05 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
594,Shrikant Wagh,3.0,16,3,11,5.33,6.0,PBKS,DY Patil Stadium,10 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
595,Jacques Kallis,3.0,16,2,8,5.33,9.0,RCB,M. Chinnaswamy Stadium,14 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
596,Yusuf Pathan,3.0,16,1,6,5.33,18.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
597,Suresh Raina,3.0,16,0,8,5.33,0.0,PWI,DY Patil Stadium,27 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
598,Vinay Kumar,3.0,16,0,8,5.33,0.0,CSK,Jawaharlal Nehru Stadium,18 April 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
599,Lasith Malinga,3.2,18,2,12,5.4,10.0,DC,Wankhede Stadium,07 May 2011,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
600,Dale Steyn,4.0,8,3,18,2.0,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
601,Ben Hilfenhaus,4.0,8,2,15,2.0,12.0,RR,Sawai Mansingh Stadium,10 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
602,Praveen Kumar,4.0,8,0,16,2.0,0.0,RCB,M. Chinnaswamy Stadium,02 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
603,Dale Steyn,4.0,10,2,17,2.5,12.0,MI,Wankhede Stadium,29 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
604,Marlon Samuels,2.0,5,1,7,2.5,12.0,RCB,M. Chinnaswamy Stadium,17 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
605,Umesh Yadav,4.0,11,2,15,2.75,12.0,MI,Wankhede Stadium,16 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
606,Lakshmipathy Balaji,4.0,11,2,15,2.75,12.0,MI,Wankhede Stadium,16 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
607,Sunil Narine,4.0,11,1,13,2.75,24.0,RCB,Eden Gardens,28 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
608,Dale Steyn,4.0,12,3,14,3.0,8.0,MI,ACA-VDCA Stadium,09 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
609,Bhuvneshwar Kumar,3.0,9,2,8,3.0,9.0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
610,Parvinder Awana,4.0,12,2,15,3.0,12.0,CSK,HPCA Stadium,17 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
611,Irfan Pathan,4.0,12,1,13,3.0,24.0,MI,Wankhede Stadium,16 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
612,Shahbaz Nadeem,3.0,9,0,10,3.0,0.0,CSK,Arun Jaitley Stadium,10 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
613,Ajit Chandila,4.0,13,4,15,3.25,6.0,PWI,Sawai Mansingh Stadium,13 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
614,Shaun Tait,4.0,13,3,14,3.25,8.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
615,Harbhajan Singh,4.0,13,2,15,3.25,12.0,DEC,Wankhede Stadium,29 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
616,Lasith Malinga,4.0,13,2,17,3.25,12.0,RR,Wankhede Stadium,11 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
617,Sunil Narine,4.0,13,1,14,3.25,24.0,PWI,Eden Gardens,05 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
618,Dwayne Bravo,3.0,10,2,10,3.33,9.0,MI,M. Chinnaswamy Stadium,23 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
619,Rajat Bhatia,4.0,14,2,12,3.5,12.0,PBKS,Eden Gardens,15 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
620,Jacques Kallis,2.0,7,2,8,3.5,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
621,Sunil Narine,4.0,14,2,13,3.5,12.0,CSK,Eden Gardens,14 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
622,Kieron Pollard,4.0,14,2,14,3.5,12.0,PBKS,Wankhede Stadium,22 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
623,Kieron Pollard,4.0,15,2,11,3.75,12.0,CSK,Chidambaram,04 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
624,Praveen Kumar,4.0,15,2,12,3.75,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
625,Albie Morkel,4.0,15,1,13,3.75,24.0,DC,Chidambaram,12 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
626,Sunil Narine,4.0,15,1,12,3.75,24.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
627,Brett Lee,4.0,15,1,15,3.75,24.0,DEC,Barabati Stadium,22 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
628,Zaheer Khan,4.0,15,1,17,3.75,24.0,RR,M. Chinnaswamy Stadium,15 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
629,Roelof van der Merwe,4.0,15,0,11,3.75,0.0,CSK,Arun Jaitley Stadium,10 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
630,Ravindra Jadeja,4.0,16,5,17,4.0,4.8,DEC,ACA-VDCA Stadium,07 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
631,Shahbaz Nadeem,4.0,16,3,9,4.0,8.0,DEC,Arun Jaitley Stadium,19 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
632,Muttiah Muralitharan,4.0,16,2,11,4.0,12.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
633,Dale Steyn,4.0,16,2,12,4.0,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
634,Shahbaz Nadeem,4.0,16,2,15,4.0,12.0,MI,Wankhede Stadium,16 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
635,Lasith Malinga,4.0,16,2,12,4.0,12.0,PWI,Wankhede Stadium,06 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
636,Shikhar Dhawan,2.0,8,1,4,4.0,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
637,Muttiah Muralitharan,4.0,16,1,10,4.0,24.0,MI,M. Chinnaswamy Stadium,14 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
638,Dwayne Smith,2.0,8,1,6,4.0,12.0,KKR,Wankhede Stadium,16 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
639,Stuart Binny,3.0,12,1,7,4.0,18.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
640,Rahul Sharma,4.0,16,1,12,4.0,24.0,MI,Wankhede Stadium,06 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
641,Umesh Yadav,2.0,8,0,5,4.0,0.0,RCB,M. Chinnaswamy Stadium,07 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
642,Ravichandran Ashwin,3.0,12,0,10,4.0,0.0,DEC,ACA-VDCA Stadium,07 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
643,Zaheer Khan,4.0,16,0,14,4.0,0.0,MI,Wankhede Stadium,09 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
644,Lasith Malinga,3.5,16,2,13,4.17,11.5,CSK,Chidambaram,04 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
645,Shakib Al Hasan,4.0,17,3,11,4.25,8.0,RR,Eden Gardens,13 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
646,Pragyan Ojha,4.0,17,2,9,4.25,12.0,CSK,Chidambaram,04 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
647,Angelo Mathews,4.0,17,2,9,4.25,12.0,KKR,Eden Gardens,05 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
648,Munaf Patel,4.0,17,1,13,4.25,24.0,KKR,Wankhede Stadium,16 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
649,Ravichandran Ashwin,4.0,17,1,9,4.25,24.0,DC,Chidambaram,12 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
650,Nuwan Kulasekara,4.0,17,1,13,4.25,24.0,RR,Chidambaram,21 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
651,Abhishek Jhunjhunwala,3.0,13,1,8,4.33,18.0,CSK,Chidambaram,04 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
652,Ashok Dinda,3.0,13,1,8,4.33,18.0,PBKS,Maharashtra Cricket Association's International Stadium,08 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
653,Lasith Malinga,3.4,16,4,12,4.36,5.5,DEC,Wankhede Stadium,29 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
654,Ashok Dinda,4.0,18,4,15,4.5,6.0,MI,Wankhede Stadium,06 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
655,Pawan Negi,4.0,18,4,13,4.5,6.0,RR,Sawai Mansingh Stadium,01 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
656,Lakshmipathy Balaji,4.0,18,4,13,4.5,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
657,Piyush Chawla,4.0,18,3,11,4.5,8.0,KKR,Eden Gardens,15 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
658,Dhawal Kulkarni,4.0,18,3,15,4.5,8.0,RR,Sawai Mansingh Stadium,20 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
659,Harbhajan Singh,4.0,18,2,13,4.5,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
660,Vinay Kumar,4.0,18,2,12,4.5,12.0,KKR,M. Chinnaswamy Stadium,10 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
661,Shaun Tait,4.0,18,2,13,4.5,12.0,PBKS,IS Bindra Stadium,05 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
662,Siddharth Trivedi,4.0,18,2,13,4.5,12.0,CSK,Sawai Mansingh Stadium,10 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
663,Praveen Kumar,4.0,18,2,14,4.5,12.0,CSK,HPCA Stadium,17 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
664,Pankaj Singh,4.0,18,2,14,4.5,12.0,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
665,Wayne Parnell,4.0,18,2,12,4.5,12.0,KKR,Maharashtra Cricket Association's International Stadium,19 May 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
666,Umesh Yadav,2.0,9,2,5,4.5,6.0,KKR,Eden Gardens,05 April 2012,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
