Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
557,Paul Valthaty,14,4,350.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
558,Eoin Morgan,14,6,233.33,1,1,KTK,Jawaharlal Nehru Stadium,05 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
559,Irfan Pathan,14,5,280.0,2,0,CSK,Chidambaram,12 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
560,Bharat Chipli,14,5,280.0,3,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
561,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,22 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
562,Saurabh Tiwary,13,5,260.0,0,2,CSK,Chidambaram,28 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
563,Brendon McCullum,13,4,325.0,0,2,PBKS,Holkar Cricket Stadium,13 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
564,JP Duminy,13,5,260.0,1,1,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
565,Eoin Morgan,13,4,325.0,3,0,PBKS,Eden Gardens,30 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
566,Rohit Sharma,13,4,325.0,1,1,RR,Wankhede Stadium,20 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
567,Chris Gayle,13,3,433.33,0,2,CSK,M. Chinnaswamy Stadium,22 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
568,Paul Valthaty,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
569,Brendon McCullum,13,5,260.0,3,0,MI,Wankhede Stadium,15 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
570,Brendon McCullum,13,6,216.66,3,0,DC,Arun Jaitley Stadium,02 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
571,Ross Taylor,13,5,260.0,0,2,KKR,Sawai Mansingh Stadium,15 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
572,Shane Watson,13,6,216.66,3,0,PBKS,IS Bindra Stadium,21 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
573,Chris Gayle,13,4,325.0,1,1,PBKS,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
574,Dinesh Karthik,13,5,260.0,0,2,KTK,Holkar Cricket Stadium,13 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
575,Saurabh Tiwary,13,5,260.0,2,0,KTK,Jawaharlal Nehru Stadium,09 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
576,Morne Morkel,13,4,325.0,1,1,PBKS,HPCA Stadium,15 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
577,Ryan McLaren,13,4,325.0,1,1,PWI,DY Patil Stadium,10 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
578,Jesse Ryder,13,4,325.0,3,0,CSK,DY Patil Stadium,27 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
579,Dinesh Karthik,13,4,325.0,3,0,RR,IS Bindra Stadium,21 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
580,Murali Vijay,13,5,260.0,1,1,PBKS,IS Bindra Stadium,13 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
581,Shane Watson,13,5,260.0,1,1,MI,Wankhede Stadium,20 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
582,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,22 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
583,Chris Gayle,13,3,433.33,0,2,MI,Chidambaram,27 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
584,Suresh Raina,13,3,433.33,0,2,RCB,Wankhede Stadium,24 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
585,Raiphi Gomez,13,5,260.0,2,0,PWI,DY Patil Stadium,13 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
586,Manoj Tiwary,13,5,260.0,0,2,DEC,Eden Gardens,11 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
587,Rohit Sharma,13,4,325.0,3,0,DC,Arun Jaitley Stadium,10 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
588,Subramaniam Badrinath,13,4,325.0,1,1,MI,Wankhede Stadium,22 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
589,Shaun Marsh,13,5,260.0,3,0,KTK,Holkar Cricket Stadium,13 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
590,Kumar Sangakkara,13,5,260.0,3,0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
591,Jesse Ryder,13,4,325.0,3,0,DC,DY Patil Stadium,17 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
592,Brendon McCullum,13,5,260.0,2,0,MI,Wankhede Stadium,15 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
593,Shane Watson,13,5,260.0,3,0,MI,Wankhede Stadium,20 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
594,Chris Gayle,13,4,325.0,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
595,Mayank Agarwal,13,5,260.0,1,1,MI,Chidambaram,27 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
596,Srikkanth Anirudha,13,5,260.0,3,0,KKR,Chidambaram,08 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
597,Subramaniam Badrinath,13,4,325.0,1,1,DC,Chidambaram,12 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
598,Subramaniam Badrinath,13,5,260.0,2,0,PBKS,IS Bindra Stadium,13 April 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
599,Chris Gayle,13,3,433.33,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
600,Chris Gayle,30,5,600.0,0,5,PWI,M. Chinnaswamy Stadium,17 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
601,Albie Morkel,28,6,466.66,2,3,RCB,Chidambaram,12 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
602,Chris Gayle,24,5,480.0,0,4,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
603,Chris Gayle,24,6,400.0,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
604,Mayank Agarwal,24,6,400.0,2,2,MI,M. Chinnaswamy Stadium,14 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
605,Kumar Sangakkara,24,7,342.85,2,2,PWI,Barabati Stadium,01 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
606,Cameron White,24,5,480.0,1,3,PWI,Barabati Stadium,01 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
607,Ajinkya Rahane,24,6,400.0,6,0,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
608,AB de Villiers,23,6,383.33,2,2,DEC,M. Chinnaswamy Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
609,Dwayne Bravo,23,6,383.33,2,2,DC,Chidambaram,25 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
610,David Warner,23,6,383.33,1,3,PBKS,HPCA Stadium,19 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
611,Dwayne Bravo,22,7,314.28,0,3,DEC,ACA-VDCA Stadium,07 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
612,Chris Gayle,22,5,440.0,1,3,KKR,Eden Gardens,28 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
613,Murali Vijay,22,5,440.0,1,3,MI,Wankhede Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
614,Kieron Pollard,22,6,366.66,2,2,RR,Wankhede Stadium,11 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
615,Adam Gilchrist,21,5,420.0,2,2,CSK,HPCA Stadium,17 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
616,Steve Smith,21,5,420.0,2,2,DC,Arun Jaitley Stadium,21 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
617,Virender Sehwag,21,5,420.0,2,2,MI,Arun Jaitley Stadium,27 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
618,Murali Vijay,21,6,350.0,2,2,DC,Chidambaram,25 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
619,Kevin Pietersen,20,5,400.0,0,3,DEC,Arun Jaitley Stadium,19 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
620,Kevin Pietersen,20,6,333.33,2,2,MI,Arun Jaitley Stadium,27 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
621,David Hussey,20,5,400.0,1,2,DEC,IS Bindra Stadium,13 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
622,David Warner,20,6,333.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
623,Chris Gayle,20,6,333.33,0,3,MI,Wankhede Stadium,09 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
624,Stuart Binny,19,5,380.0,3,1,MI,Sawai Mansingh Stadium,20 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
625,Kumar Sangakkara,19,6,316.66,4,0,PWI,Barabati Stadium,01 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
626,Angelo Mathews,19,4,475.0,0,3,KKR,Eden Gardens,05 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
627,JP Duminy,19,5,380.0,0,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
628,Chris Gayle,19,4,475.0,0,3,DC,Arun Jaitley Stadium,17 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
629,Kevin Pietersen,19,5,380.0,0,3,PWI,Arun Jaitley Stadium,21 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
630,Owais Shah,19,5,380.0,1,2,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
631,Chris Gayle,19,5,380.0,0,3,CSK,Chidambaram,12 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
632,Rohit Sharma,19,6,316.66,3,1,KKR,Eden Gardens,12 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
633,Chris Gayle,19,5,380.0,0,3,DC,Arun Jaitley Stadium,17 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
634,JP Duminy,18,6,300.0,1,2,RR,Sawai Mansingh Stadium,17 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
635,AB de Villiers,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,23 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
636,Brett Lee,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,08 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
637,Faf du Plessis,18,6,300.0,3,1,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
638,Shaun Marsh,18,6,300.0,3,1,RR,IS Bindra Stadium,05 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
639,Andrew McDonald,18,5,360.0,3,1,DC,M. Chinnaswamy Stadium,07 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
640,Cameron White,18,5,360.0,1,2,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
641,Faf du Plessis,18,6,300.0,1,2,DEC,ACA-VDCA Stadium,07 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
642,Shikhar Dhawan,17,5,340.0,1,2,MI,ACA-VDCA Stadium,09 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
643,MS Dhoni,17,5,340.0,2,1,KKR,Eden Gardens,14 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
644,Faf du Plessis,17,4,425.0,1,2,RCB,Chidambaram,12 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
645,Dan Christian,17,5,340.0,0,2,PBKS,IS Bindra Stadium,13 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
646,Owais Shah,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
647,Ambati Rayudu,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,14 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
648,Suresh Raina,17,4,425.0,1,2,DEC,Chidambaram,04 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
649,Virender Sehwag,17,4,425.0,1,2,PWI,Arun Jaitley Stadium,21 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
650,James Franklin,17,4,425.0,1,2,PBKS,Wankhede Stadium,22 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
651,AB de Villiers,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
652,Manvinder Bisla,17,5,340.0,4,0,CSK,Chidambaram,27 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
653,Ravindra Jadeja,17,5,340.0,1,2,DEC,ACA-VDCA Stadium,07 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
654,Brad Hodge,17,6,283.33,1,2,KKR,Sawai Mansingh Stadium,08 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
655,Chris Gayle,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
656,Cameron White,17,5,340.0,1,2,CSK,Chidambaram,04 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
657,Chris Gayle,17,5,340.0,2,1,PBKS,M. Chinnaswamy Stadium,02 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
658,Mandeep Singh,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
659,Gurkeerat Mann Singh,16,4,400.0,2,1,DEC,IS Bindra Stadium,13 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
660,Rohit Sharma,16,5,320.0,2,1,KKR,Eden Gardens,12 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
661,Anustup Majumdar,16,6,266.66,0,2,RR,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
662,Virender Sehwag,16,5,320.0,2,1,KKR,Arun Jaitley Stadium,07 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
663,Kevin Pietersen,16,6,266.66,1,2,DEC,Arun Jaitley Stadium,19 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
664,Ajinkya Rahane,16,6,266.66,4,0,PBKS,Sawai Mansingh Stadium,06 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
665,Stuart Binny,16,5,320.0,2,1,CSK,Sawai Mansingh Stadium,10 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
666,Yogesh Nagar,16,5,320.0,1,2,RR,Arun Jaitley Stadium,29 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
667,Suresh Raina,16,5,320.0,2,1,KKR,Chidambaram,27 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
668,Shane Watson,16,6,266.66,1,2,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
669,Irfan Pathan,16,5,320.0,0,2,KKR,Eden Gardens,05 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
670,Brad Hodge,16,4,400.0,4,0,DEC,Sawai Mansingh Stadium,17 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
671,David Hussey,16,5,320.0,1,2,RCB,M. Chinnaswamy Stadium,02 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
672,Daniel Harris,16,5,320.0,1,2,RCB,M. Chinnaswamy Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
673,Mayank Agarwal,16,5,320.0,1,2,RR,M. Chinnaswamy Stadium,15 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
674,Ross Taylor,15,5,300.0,0,2,CSK,Chidambaram,25 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
675,Gautam Gambhir,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,10 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
676,Shane Watson,15,4,375.0,2,1,PBKS,IS Bindra Stadium,05 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
677,Shikhar Dhawan,15,5,300.0,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
678,Mahela Jayawardena,15,6,250.0,3,0,MI,Arun Jaitley Stadium,27 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
679,Kieron Pollard,15,5,300.0,2,1,RR,Wankhede Stadium,11 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
680,MS Dhoni,15,6,250.0,1,1,MI,Wankhede Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
681,Harbhajan Singh,15,4,375.0,2,1,DC,Wankhede Stadium,16 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
682,Robin Peterson,15,4,375.0,2,1,PBKS,IS Bindra Stadium,25 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
683,Jesse Ryder,15,6,250.0,3,0,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
684,Kieron Pollard,15,4,375.0,0,2,RCB,Wankhede Stadium,09 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
685,Shakib Al Hasan,15,5,300.0,0,2,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
686,Piyush Chawla,15,6,250.0,2,1,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
687,Subramaniam Badrinath,15,6,250.0,3,0,PWI,Chidambaram,19 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
688,Shaun Marsh,15,5,300.0,1,1,MI,Wankhede Stadium,22 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
689,David Warner,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
690,Richard Levi,15,5,300.0,2,1,CSK,Chidambaram,04 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
691,Shikhar Dhawan,15,4,375.0,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
692,Virat Kohli,15,4,375.0,0,2,CSK,Chidambaram,12 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
693,Cameron White,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
694,Naman Ojha,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
695,Shane Watson,15,5,300.0,2,1,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
696,AB de Villiers,15,4,375.0,2,1,DC,M. Chinnaswamy Stadium,07 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
697,Dwayne Smith,15,4,375.0,2,1,CSK,Wankhede Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
698,AB de Villiers,15,4,375.0,2,1,DEC,M. Chinnaswamy Stadium,06 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
699,Gautam Gambhir,15,5,300.0,2,1,DC,Arun Jaitley Stadium,07 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
700,Kevin Pietersen,15,5,300.0,2,1,MI,Arun Jaitley Stadium,27 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
701,Rohit Sharma,15,5,300.0,2,1,KKR,Eden Gardens,12 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
702,Shaun Marsh,15,4,375.0,2,1,CSK,Chidambaram,28 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
703,Bharat Chipli,14,5,280.0,2,1,DC,Arun Jaitley Stadium,19 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
704,James Franklin,14,4,350.0,0,2,PBKS,Wankhede Stadium,22 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
705,Rohit Sharma,14,6,233.33,2,1,KKR,Eden Gardens,12 May 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
706,Dwayne Bravo,14,4,350.0,0,2,DEC,ACA-VDCA Stadium,07 April 2012,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
